iter	Passed	Remaining
1109	89933	558235
1110	90014	558153
1111	90094	558070
1112	90179	558008
1113	90269	557982
1114	90347	557883
1115	90419	557747
1116	90484	557567
1117	90558	557446
1118	90635	557336
1119	90711	557227
1120	90790	557134
1121	90857	556969
1122	90929	556828
1123	90987	556613
1124	91075	556571
1125	91187	556678
1126	91259	556547
1127	91340	556462
1128	91410	556315
1129	91470	556106
1130	91562	556094
1131	91641	556000
1132	91734	555992
1133	91796	555795
1134	91879	555727
1135	91965	555679
1136	92047	555604
1137	92128	555522
1138	92205	555418
1139	92283	555317
1140	92356	555189
1141	92431	555073
1142	92505	554952
1143	92589	554891
1144	92659	554742
1145	92721	554551
1146	92800	554458
1147	92880	554369
1148	92966	554317
1149	93052	554270
1150	93125	554143
1151	93194	553989
1152	93270	553877
1153	93351	553802
1154	93421	553655
1155	93492	553514
1156	93571	553424
1157	93658	553378
1158	93736	553282
1159	93818	553206
1160	93890	553073
1161	93970	552984
1162	94051	552904
1163	94126	552788
1164	94202	552683
1165	94272	552538
1166	94343	552399
1167	94398	552169
1168	94473	552052
1169	94548	551936
1170	94627	551847
1171	94703	551736
1172	94778	551623
1173	94868	551595
1174	94938	551450
1175	95021	551382
1176	95097	551275
1177	95179	551198
1178	95248	551050
1179	95332	550989
1180	95400	550833
1181	95478	550740
1182	95551	550614
1183	95626	550501
1184	95710	550435
1185	95787	550334
1186	95873	550284
1187	95941	550130
1188	96019	550030
1189	96089	549891
1190	96169	549807
1191	96251	549731
1192	96324	549607
1193	96410	549558
1194	96483	549429
1195	96561	549335
1196	96645	549273
1197	96731	549220
1198	96816	549164
1199	96894	549067
1200	96972	548974
1201	97050	548878
1202	97140	548846
1203	97226	548797
1204	97314	548757
1205	97387	548633
1206	97464	548532
1207	97546	548459
1208	97622	548347
1209	97704	548273
1210	97778	548159
1211	97859	548076
1212	97931	547945
1213	98014	547881
1214	98091	547778
1215	98171	547692
1216	98250	547604
1217	98337	547556
1218	98414	547453
1219	98495	547375
1220	98576	547294
1221	98654	547203
1222	98733	547112
1223	98818	547053
1224	98901	546985
1225	98976	546876
1226	99059	546803
1227	99150	546778
1228	99219	546635
1229	99312	546620
1230	99398	546569
1231	99465	546413
1232	99554	546380
1233	99641	546331
1234	99729	546290
1235	99808	546202
1236	99895	546155
1237	99978	546083
1238	100046	545934
1239	100126	545850
1240	100212	545800
1241	100285	545675
1242	100370	545618
1243	100451	545537
1244	100527	545431
1245	100601	545314
1246	100680	545224
1247	100742	545040
1248	100824	544967
1249	100902	544873
1250	100984	544797
1251	101063	544708
1252	101141	544613
1253	101218	544516
1254	101290	544386
1255	101367	544285
1256	101438	544154
1257	101518	544070
1258	101599	543991
1259	101679	543905
1260	101765	543852
1261	101840	543742
1262	101914	543626
1263	101995	543547
1264	102071	543441
1265	102145	543323
1266	102234	543287
1267	102317	543219
1268	102390	543098
1269	102459	542953
1270	102537	542857
1271	102603	542702
1272	102678	542592
1273	102763	542535
1274	102828	542368
1275	102897	542229
1276	102985	542183
1277	103053	542038
1278	103137	541978
1279	103226	541937
1280	103298	541810
1281	103371	541690
1282	103446	541581
1283	103514	541434
1284	103592	541339
1285	103654	541164
1286	103732	541070
1287	103798	540912
1288	103875	540814
1289	103967	540791
1290	104042	540681
1291	104109	540530
1292	104190	540453
1293	104268	540356
1294	104344	540253
1295	104410	540100
1296	104480	539962
1297	104562	539889
1298	104635	539769
1299	104719	539706
1300	104796	539608
1301	104874	539515
1302	104954	539433
1303	105025	539300
1304	105089	539138
1305	105165	539031
1306	105241	538929
1307	105314	538808
1308	105402	538770
1309	105486	538707
1310	105550	538539
1311	105637	538493
1312	105712	538385
1313	105782	538248
1314	105868	538198
1315	105932	538035
1316	106017	537974
1317	106080	537804
1318	106157	537709
1319	106229	537586
1320	106317	537544
1321	106383	537387
1322	106470	537340
1323	106541	537214
1324	106629	537171
1325	106718	537132
1326	106799	537053
1327	106875	536950
1328	106956	536873
1329	107034	536782
1330	107111	536683
1331	107186	536576
1332	107254	536431
1333	107333	536343
1334	107404	536219
1335	107474	536084
1336	107547	535969
1337	107634	535919
1338	107705	535793
1339	107788	535723
1340	107865	535627
1341	107939	535516
1342	108004	535357
1343	108079	535250
1344	108150	535121
1345	108214	534961
1346	108304	534928
1347	108384	534846
1348	108456	534725
1349	108535	534639
1350	108627	534612
1351	108700	534497
1352	108777	534400
1353	108851	534290
1354	108926	534184
1355	109002	534079
1356	109081	533990
1357	109161	533910
1358	109246	533852
1359	109327	533773
1360	109395	533636
1361	109474	533547
1362	109559	533491
1363	109628	533352
1364	109709	533276
1365	109783	533163
1366	109852	533027
1367	109932	532945
1368	110023	532918
1369	110098	532813
1370	110180	532741
1371	110257	532642
1372	110345	532601
1373	110421	532500
1374	110490	532364
1375	110575	532303
1376	110652	532207
1377	110734	532134
1378	110806	532014
1379	110896	531981
1380	110972	531880
1381	111050	531787
1382	111129	531700
1383	111212	531634
1384	111288	531532
1385	111371	531463
1386	111450	531379
1387	111540	531344
